chunk_id,text,wiki_id,chunk_length
Display_Assembly_5,"## Step 6
If you're using a single suction handle, apply it to the bottom edge of the phone, while avoiding the curved portion of the glass.


## Lift the display slightly
Pull up on the suction cup with firm, constant pressure to create a slight gap between the front panel and rear case.
Insert an opening pick into the gap under the [link|https://guide-images.cdn.ifixit.com/igi/wIr4Mt4kTQPHBIOX.full|screen and the plastic bezel|new_window=true], ***not the screen itself.***
The watertight adhesive holding the display in place is very strong; creating this initial gap takes a significant amount of force. ***If you're having a hard time opening a gap, apply more heat, and gently rock the screen up and down to weaken the adhesive*** until you create enough of a gap to insert your tool.


## Separate the screen adhesive
Slide the opening pick around the lower left corner and up the left edge of the iPhone, slicing through the adhesive holding the display in place.
Don't insert your pick more than 3 mm, as you may damage internal components.",Display_Assembly,263
Display_Assembly_6,"## Screen information
There are delicate cables along the right edge of your iPhone. ***Don't insert your pick here***, as you may damage the cables.


## Step 10
Re-insert your pick at the bottom edge of the iPhone, and slide it up the right side to continue separating the adhesive.
Don't insert your pick more than 3 mm, as you may damage the display cables.


## Step 11
The top edge of the display is secured with both glue and clips.
Gently pull the right edge of the display '''''down''''' slightly (in the direction of the Lightning port).
Insert your pick into the top-right corner of the phone.


## Step 12
Continue pulling the display down (toward the Lightning port) as needed in order to make a gap large enough for the pick.
Slide the pick to the top left corner and cut any remaining adhesive securing the display.
Don't insert your pick more than 3 mm, as you may damage the Face ID sensor array.


## Remove the suction cup
Pull the small nub on the suction cup to detach it from the front panel.",Display_Assembly,244
Display_Assembly_7,"## Remove the suction cup
Pull the small nub on the suction cup to detach it from the front panel.


## Open the iPhone
Open the iPhone by swinging the display up from the left side, like the back cover of a book.
Don't try to fully separate the display yet, as several fragile ribbon cables still connect it to the iPhone's logic board.
Prop the display up against something sturdy.
During reassembly, lay the display in position, align the clips along the top edge, and carefully press the top edge into place before snapping the rest of the display down. If it doesn't click easily into place, check the condition of the clips around the perimeter of the display and make sure they aren't bent.


## Step 1
To access the screws in the following step, tilt the display by slightly lifting its lower edge.
Be careful not to strain or tear the display cables.",Display_Assembly,192
Display_Assembly_8,"## Step 1
To access the screws in the following step, tilt the display by slightly lifting its lower edge.
Be careful not to strain or tear the display cables.


## Unscrew the battery connector cover
Use a Y000 driver to remove the three 1.1 mm-long screws securing the battery connector bracket.
Throughout this repair, [https://www.ifixit.com/Store/Tools/Magnetic-Project-Mat/IF145-167-4|keep track of each screw|new_window=true] and make sure it goes back exactly where it came from.
During reassembly, this is a good point to power on your iPhone and test all functions before you seal the display in place. Be sure to power your iPhone back down completely before you continue working.


## Remove the battery connector cover
Remove the bracket.


## Disconnect the battery
Use a spudger or a clean fingernail to pry the battery connector up from its socket on the logic board.
Try not to damage the black silicone seal surrounding this and other board connections. These seals provide extra protection against water and dust intrusion.
Bend the connector slightly away from the logic board to prevent it from accidentally contacting the socket.",Display_Assembly,259
Display_Assembly_9,"## Unscrew the logic board cover screws
Use a Y000 driver to remove the five 1.1 mm screws securing the logic board cover bracket.


## Remove the logic board cover bracket
Remove the bracket.


## Disconnect the display
Use a spudger or a fingernail to disconnect the LCD panel cable connector.
Disconnect the digitizer connector next to it.


## Disconnect the front sensors
Use the point of a spudger or a fingernail to disconnect the front panel sensor assembly connector.


## Remove the display assembly
Remove the display assembly.
During reassembly, pause here if you wish to [https://www.ifixit.com/Guide/iPhone+Display+Adhesive+Replacement/93983|replace the waterproof adhesive around the edges of the display|new_window=true].
To reassemble your device, follow these instructions in reverse order.",Display_Assembly,202
How_to_Force_Restart_an_iPhone_11_0,"# How to Force Restart an iPhone 11
Performing a force restart won't delete any data, but can be helpful if your iPhone 11 is frozen, won't turn on, or needs troubleshooting.


###Tools Required:

 - None


###Parts Required:

 - None


## Step 1
Quickly press and release the Volume Up button (1).
Quickly press and release the Volume Down button (2).
You really have to press very briefly


## Step 2
Finally, press and hold the side button (3) until the Apple logo appears, and then release.
The screen will temporarily go dark as the iPhone shuts down and reboots. Keep holding the button until you see the  logo.
​You're done!​",How_to_Force_Restart_an_iPhone_11,153
Opening_Procedure_0,"# Opening Procedure
Prerequisite-only  guide to open an iPhone 11, allowing access to  internal components for service and repair.


###Tools Required:

 - iOpener

 - iFixit Opening Picks (Set of 6)

 - Suction Handle

 - P2 Pentalobe Screwdriver iPhone

 - Clampy - Anti-Clamp


###Parts Required:

 - None


## Remove the pentalobe screws
Before you begin, discharge your iPhone battery below 25%. A charged lithium-ion battery can catch fire and/or explode if accidentally punctured.
Power off your iPhone before beginning disassembly.
Remove the two 6.7 mm-long pentalobe screws at the bottom edge of the iPhone.
Opening the iPhone's display will compromise its waterproof seals. Have replacement seals ready before you proceed past this step, or take care to avoid liquid exposure if you reassemble your iPhone without replacing the seals.",Opening_Procedure,196
Opening_Procedure_1,"## Tape over any cracks
If your iPhone has a cracked screen, keep further breakage contained and prevent bodily harm during your repair by taping over the glass.
Lay overlapping strips of clear packing tape over the iPhone's screen until the whole face is covered.
Wear safety glasses to protect your eyes from any glass shaken free during the repair.
If you can't get the suction cup to stick in the next few steps, fold a strong piece of tape (such as duct tape) into a handle and lift the screen with that instead.
If all else fails, you can superglue the suction cup to the screen.",Opening_Procedure,130
Opening_Procedure_2,"## Anti-Clamp instructions
The next three steps demonstrate the [product|IF145-513|Anti-Clamp], a tool we designed to make the opening procedure easier. ***If you aren't using the Anti-Clamp, skip down three steps for an alternate method.***
For complete instructions on how to use the Anti-Clamp, [guide|152309|check out this guide|new_window=true].
Pull the blue handle backwards to unlock the Anti-Clamp's arms.
Slide the arms over either the left or right edge of your iPhone.
Position the suction cups near the bottom edge of the iPhone—one on the top, and one on the bottom.
Squeeze the cups together to apply suction to the desired area.
If you find that the surface of your iPhone is too slippery for the Anti-Clamp to hold onto, you can [guide|159595|use tape|new_window=true] to create a grippier surface.


## Step 3
Pull the blue handle forward to lock the arms.
Turn the handle clockwise 360 degrees or until the cups start to stretch.
Make sure the suction cups remain aligned with each other. If they begin to slip out of alignment, loosen the suction cups slightly and realign the arms.",Opening_Procedure,277
Opening_Procedure_3,"## Step 4
[guide|25705|Heat an iOpener|new_window=true] and thread it through the arms of the Anti-Clamp.
You can also use a [guide|157348|hair dryer|new_window=true], [guide|151116|heat gun|new_window=true], or hot plate—but extreme heat can damage the display and/or internal battery, so proceed with care.
Fold the iOpener so it lays on the bottom edge of the iPhone.
Wait one minute to give the adhesive a chance to release and present an opening gap.
Insert an opening pick into the gap under the screen and the plastic bezel, ***not the screen itself.***
If the Anti-Clamp doesn't create a sufficient gap, apply more heat to the area and rotate the handle a quarter turn.
Don't crank more than a quarter turn at a time, and wait one minute between turns. Let the Anti-Clamp and time do the work for you.
***Skip the next three steps.***",Opening_Procedure,235
Opening_Procedure_4,"## Heat the lower edge of the phone
Heating the lower edge of the iPhone helps soften the adhesive securing the display, making it easier to open.
Use a hairdryer or heat gun or [https://www.ifixit.com/Guide/iOpener+Heating/25705|prepare an iOpener|new_window=true] and apply it to the lower edge of the iPhone for about a minute.


## Step 6
If you're using a single suction handle, apply it to the bottom edge of the phone, while avoiding the curved portion of the glass.",Opening_Procedure,129
Opening_Procedure_5,"## Step 6
If you're using a single suction handle, apply it to the bottom edge of the phone, while avoiding the curved portion of the glass.


## Lift the display slightly
Pull up on the suction cup with firm, constant pressure to create a slight gap between the front panel and rear case.
Insert an opening pick into the gap under the [link|https://guide-images.cdn.ifixit.com/igi/wIr4Mt4kTQPHBIOX.full|screen and the plastic bezel|new_window=true], ***not the screen itself.***
The watertight adhesive holding the display in place is very strong; creating this initial gap takes a significant amount of force. ***If you're having a hard time opening a gap, apply more heat, and gently rock the screen up and down to weaken the adhesive*** until you create enough of a gap to insert your tool.


## Separate the screen adhesive
Slide the opening pick around the lower left corner and up the left edge of the iPhone, slicing through the adhesive holding the display in place.
Don't insert your pick more than 3 mm, as you may damage internal components.",Opening_Procedure,263
Opening_Procedure_6,"## Screen information
There are delicate cables along the right edge of your iPhone. ***Don't insert your pick here***, as you may damage the cables.


## Step 10
Re-insert your pick at the bottom edge of the iPhone, and slide it up the right side to continue separating the adhesive.
Don't insert your pick more than 3 mm, as you may damage the display cables.


## Step 11
The top edge of the display is secured with both glue and clips.
Gently pull the right edge of the display '''''down''''' slightly (in the direction of the Lightning port).
Insert your pick into the top-right corner of the phone.


## Step 12
Continue pulling the display down (toward the Lightning port) as needed in order to make a gap large enough for the pick.
Slide the pick to the top left corner and cut any remaining adhesive securing the display.
Don't insert your pick more than 3 mm, as you may damage the Face ID sensor array.


## Remove the suction cup
Pull the small nub on the suction cup to detach it from the front panel.",Opening_Procedure,244
Opening_Procedure_7,"## Remove the suction cup
Pull the small nub on the suction cup to detach it from the front panel.


## Open the iPhone
Open the iPhone by swinging the display up from the left side, like the back cover of a book.
Don't try to fully separate the display yet, as several fragile ribbon cables still connect it to the iPhone's logic board.
Prop the display up against something sturdy.
During reassembly, lay the display in position, align the clips along the top edge, and carefully press the top edge into place before snapping the rest of the display down. If it doesn't click easily into place, check the condition of the clips around the perimeter of the display and make sure they aren't bent.
To reassemble your device, follow these instructions in reverse order.",Opening_Procedure,171
iPhone_11_Teardown_0,"# iPhone 11 Teardown
For the first time ever, Apple unleashed three new iPhones all at once, making this officially our busiest teardown day ever. We focused most of our efforts on the [guide|126000|iPhone 11 Pro Max Teardown], but of course we couldn’t resist looking inside the mid-sized, non-professional iPhone 11. Time for one more teardown!

For more teardowns, behind-the-scenes content, and the latest and greatest in repair news, be sure to follow us on [http://instagram.com/ifixit|Instagram], [https://twitter.com/ifixit|Twitter], or [https://www.facebook.com/iFixit|Facebook], sign up for our [http://createsend.ifixit.com/h/r/0CB34AA2381CF97A|newsletter], and/or check out our [https://www.youtube.com/channel/UCHbx9IUW7eCeJsC4sBCTNBA|YouTube channel].


###Tools Required:

 - P2 Pentalobe Screwdriver iPhone

 - iFixit Opening Picks (Set of 6)

 - iSclack",iPhone_11_Teardown,274
iPhone_11_Teardown_1,"###Tools Required:

 - P2 Pentalobe Screwdriver iPhone

 - iFixit Opening Picks (Set of 6)

 - iSclack

 - Tri-point Y000 Screwdriver

 - Standoff Screwdriver for iPhones

 - Spudger

 - Tweezers

 - Hot Air Rework Station Hakko FR-810B-05

 - Phillips #00 Screwdriver


###Parts Required:

 - None",iPhone_11_Teardown,90
iPhone_11_Teardown_2,"## Step 1
This minty green machine may be the middle sibling in this year’s iPhone lineup, but it’s no less worthy of time under the screwdriver.
As usual, the specs tell part of the story, and hopefully a teardown will tell the rest. Here's what we know going in:
A13 Bionic SoC with a third-generation Neural Engine
6.1-inch (1792 x 828) 326 ppi Liquid Retina LCD with True Tone and P3 wide color gamut support
Not one, but two 12 MP rear cameras (wide and ultra-wide), and a 12 MP selfie camera paired with TrueDepth Face ID hardware
64 GB of onboard storage (128 GB or 256 GB optional)
Gigabit-class LTE, Wi-Fi 6, Bluetooth 5.0, NFC
IP68 rating",iPhone_11_Teardown,181
iPhone_11_Teardown_3,"## Step 2
There may not be any ""X"" in this iPhone's name anymore, but luckily the X-rays still shoot straight through it, giving us a sneak peak at what's ahead.
Big thanks to [https://creativeelectron.com/|Creative Electron|new_window=true] for always accompanying us on our teardown adventures so we never get lost.
And that's not all the X-rays are good for—they make great [https://www.ifixit.com/News/iphone-11-and-11-pro-max-teardown-wallpapers|wallpapers|new_window=true] too, just sayin'.
On the inside, we spy a rectangular battery, a long double-stacked logic board (note the little holes—vias—around the board), and the absence of a [https://www.ifixit.com/Teardown/iPhone+11+Pro+Max+Teardown/126000#s243568|second battery connector|new_window=true] and accompanying mystery board. In short, it's looking a bit like an iPhone XR with some XS tech folded in.",iPhone_11_Teardown,263
iPhone_11_Teardown_4,"## Step 3
Back on the outside, the vanilla 11 casts off the “iPhone” labeling present on its predecessor, the iPhone XR, sporting only a centered mark of the Apple.
Once thought to be indicative of the [https://www.imore.com/iphone-11-center-apple-logo-reason-says-report|fabled bilateral charging|new_window=true] feature, this lonely Apple logo mocks all those who dare place their drained AirPods here looking for a charge.
Meanwhile, the XR's camera module seems to have undergone some photographic mitosis. The 11's new dual cameras are couched in a raised squircle that inadvertently set off a gold rush of memage. [https://twitter.com/mrpilot21/status/1171485110299840512|Surprised baby owl|new_window=true], anyone?",iPhone_11_Teardown,195
iPhone_11_Teardown_5,"## Step 4
The logic determining what makes a smartphone “Pro” is still up in the air, but one thing's for sure: you don’t have to be a pro to open an iPhone these days.
Ever since the [https://www.ifixit.com/Teardown/iPhone+6s+Teardown/48170#s107852|iPhone 6S|new_window=true], the procedure for getting past an iPhone’s screen adhesive has been the same: heat, slice, and repeat. Just watch out for stray cables!
[https://d3nevzfk7ii3be.cloudfront.net/igi/2OfqlKhyNnLuiJgR.huge|As on the new Pro phones|new_window=true], the screen assembly's cables are aligned to one side, but not as tightly and safely grouped together.
All that ease, despite the improved IP68 water and dust resistance over the IP67-rated iPhone XR. Very nice! (Though, if we're being honest, we're in love with another phone that makes things [https://www.ifixit.com/Teardown/Fairphone+3+Teardown/125573#s242817|even easier|new_window=true], albeit without the water resistance.)",iPhone_11_Teardown,296
iPhone_11_Teardown_6,"## Step 5
Though this phone isn’t pro enough to have a telephoto camera, it does still get the upgraded wide and ultrawide sensors and lenses that both Pro models enjoy. That means faster shutter speeds, a wider ISO range, and Night Mode capability.
X-rays show the promised optical image stabilization in the wide-angle module (the dark areas in the image are electromagnets). Meanwhile, the TrueDepth module’s flex cables have been rerouted and are no longer pinned under the battery—making for far faster and easier access during camera repairs.",iPhone_11_Teardown,123
iPhone_11_Teardown_7,"## Step 6
Out with the logic board comes some savory silicon:
APL1W85: Apple’s A13 Bionic system-on-chip, layered over SK hynix LPDDR4X RAM. SK hynix’s documentation doesn’t contain a decoder for this model number, but it’s seemingly 4GB of the stuff.
Apple APL1092 343S00354 PMIC
Intel 9960 P10PSM modem and P10 406 transceiver.
The shiny silver ''I7J9'', which we [https://www.ifixit.com/News/inside-the-tech-in-apples-ultra-wideband-u1-chip|have now confirmed|new_window=true] to be Apple’s new U1 wireless positioning chip.
Apple/Murata 339S00647 WiFi/Bluetooth SoC
Cirrus Logic 338S00509 audio codec
If you're hungry for more chips, check out our [https://www.ifixit.com/Teardown/iPhone+11+Pro+Max+Teardown/126000#s243562|complete Chip ID steps|new_window=true] from our 11 Pro Max teardown.",iPhone_11_Teardown,276
iPhone_11_Teardown_8,"## Step 7
This rectangular battery is held down with a total of six GBs ~~of RAM~~ (Gooey Battery strips), and unfortunately does not share the streamlined removal process that the Pro phones have—to comfortably remove all those adhesive strips, you’re going to have to remove the loudspeaker in addition to the Taptic Engine.
That’s not to say that we don’t appreciate the stretch release adhesive—we <3 pull tabs!—but this does complicate the battery replacement process compared to its Pro siblings.
This year’s battery measures 40.81 x 96.93 x 3.97 mm, and weighs 44.1 g.
Compared to the [https://www.ifixit.com/Teardown/iPhone+XR+Teardown/114123#s218772|XR’s battery|new_window=true], the 11's is slightly smaller in size, despite the increased capacity. 3110 mAh is the new spec, which is about a 7% increase. That’s not a huge difference, but it probably accounts for some of the supposed extra hour of battery life the iPhone 11 gets .",iPhone_11_Teardown,255
iPhone_11_Teardown_9,"If you prefer your battery stats in Watt-hours—as we generally do—you're looking at a jump from 11.16 Wh to 11.91 Wh.
There’s only one connector on this rectangular battery, but it’s still included in Apple’s new-hardware-that-improves-battery-health [https://support.apple.com/en-us/HT210557|document|new_window=true]. Maybe that means the twin cables in the 11 Pro were for bilateral charging after all, and there’s some other health-boosting hardware difference in the 11 lineup?",iPhone_11_Teardown,135
iPhone_11_Teardown_10,"## Step 8
With the rear case nearly hollowed out, we finish with an X-ray that leaves us with a few lingering questions. Despite the lack of a second battery connector, we can’t help but stare at this charging coil and wonder what might have been.
If bilateral charging were included in the final production design, we wouldn’t necessarily expect to see a radically altered coil—but a bigger battery and additional thermal management would almost certainly be required, as reverse wireless charging is thirsty and inefficient, throwing off a lot of heat.
In the case of this iPhone 11, we’re not ''really'' seeing either of those things.
Perhaps related to the missing second battery connector, we also see the omission of the new [https://www.ifixit.com/Teardown/iPhone+11+Pro+Max+Teardown/126000#s243572|battery charging board|new_wndow=true] we found in the Pro Max.
Finally, just like in the Pro and Pro Max, our handy X-ray reveals what we believe to be UWB-related antennas carefully embedded into the rear case.",iPhone_11_Teardown,249
iPhone_11_Teardown_11,"## Step 9
That's it for this year's iPhones! No more until next year, please. [https://9to5mac.com/2019/10/09/kuo-new-ipad-pro-and-iphone-se-2-in-early-2020-followed-by-apple-ar-headset-collaboration-with-third-party-brands/|Unless...|new_window=true]
To sum it all up:
Pro or no, all 2019 iPhones are shipping with stacked-PCB logic boards for maximum density and space efficiency.
Unlike its Pro siblings, the vanilla 11 gets a very modest 7% battery capacity increase.
''Like'' its siblings, the 11 gains an ultra-wide-angle camera, some UWB hardware, and a big fat question mark as to whether Apple ever meant for it to have reverse wireless charging abilities.
What does all this mean for repairability? Keep scrolling to find out.",iPhone_11_Teardown,209
iPhone_11_Teardown_12,"## Final Thoughts
The iPhone 11 earns a '''6 out of 10''' on our repairability scale (10 is the easiest to repair):
The prioritized display makes replacement of this critical component easier than in other devices.
Display swaps don’t require too much hardware swapping to maintain Face ID.
We prefer screws and non-adhesive fasteners over glue, but tiny proprietary screws are still hostile to repair.
The high IP rating means your phone is better protected, but these measures also complicate repair.
Front and back glass doubles the chances of breakage, and the rear glass can only be fully replaced with a complete housing swap.",iPhone_11_Teardown,142
iPhone_11_Battery_Replacement_0,"# iPhone 11 Battery Replacement
iPhone batteries degrade with use—over time, they lose their ability to hold a full charge. Apple's batteries are rated to hold 80% of their capacity for up to 500 charge cycles, which lasts roughly 18-24 months for most users. When your battery's chemistry is degraded, it may also cause your iPhone to run more slowly. Use this guide to replace your battery and restore your iPhone 11 to full performance.

If your battery is swollen, [[What to do with a swollen battery|take appropriate precautions|new_window=true]].

***Note***: After the repair, your iPhone may [link|https://www.ifixit.com/News/32343/apple-is-locking-batteries-to-iphones-now|display a warning] about the “genuineness” of the battery, even when using original Apple parts. If your iPhone functions normally, you can safely ignore the warning.

For optimal performance, after completing this guide, [[Battery Calibration|calibrate]] your newly installed battery: Charge it to 100% and keep charging it for at least two more hours. Then use your iPhone until it shuts off due to low battery. Finally, charge it uninterrupted to 100%.",iPhone_11_Battery_Replacement,275
iPhone_11_Battery_Replacement_1,"You'll need replacement adhesive in order to complete this repair.


###Tools Required:

 - P2 Pentalobe Screwdriver iPhone

 - iOpener

 - iFixit Opening Picks (Set of 6)

 - Suction Handle

 - Clampy - Anti-Clamp

 - Tri-point Y000 Screwdriver

 - Phillips #000 Screwdriver

 - Standoff Screwdriver for iPhones

 - Isopropyl Alcohol

 - Spudger

 - Tweezers


###Parts Required:

 - iPhone 11 Battery

 - iPhone 11 Battery Adhesive Strips

 - iPhone 11 Display Assembly Adhesive",iPhone_11_Battery_Replacement,124
iPhone_11_Battery_Replacement_2,"## Remove the pentalobe screws
Before you begin, discharge your iPhone battery below 25%. A charged lithium-ion battery can catch fire and/or explode if accidentally punctured.
Power off your iPhone before beginning disassembly.
Remove the two 6.7 mm-long pentalobe screws at the bottom edge of the iPhone.
Opening the iPhone's display will compromise its waterproof seals. Have replacement seals ready before you proceed past this step, or take care to avoid liquid exposure if you reassemble your iPhone without replacing the seals.


## Mark your opening picks
If inserted too far, an opening pick can damage your device. Follow this step to mark your pick and prevent damage.
Measure 3 mm from the tip and mark the opening pick with a permanent marker.
You can also mark the other corners of the pick with different measurements.
Alternatively, [link|https://guide-images.cdn.ifixit.com/igi/pQGATIGUbViSB4gB.full|tape a coin to a pick|new_window=true] 3 mm from the tip.",iPhone_11_Battery_Replacement,235
iPhone_11_Battery_Replacement_3,"## Tape over any cracks
If your iPhone has a cracked screen, keep further breakage contained and prevent bodily harm during your repair by taping over the glass.
Lay overlapping strips of clear packing tape over the iPhone's screen until the whole face is covered.
Wear safety glasses to protect your eyes from any glass shaken free during the repair.
If you can't get the suction cup to stick in the next few steps, fold a strong piece of tape (such as duct tape) into a handle and lift the screen with that instead.
If all else fails, you can superglue the suction cup to the screen.",iPhone_11_Battery_Replacement,130
