chunk_id,text,wiki_id,chunk_length
iPhone_3G_Display_Replacement_1,"## Step 1
Remove the two Phillips #00 screws from the dock-connector end of the iPhone.
Make sure to keep all the screws organized as you are taking the phone apart. They are different sizes.


## Step 2
Remove the metal handle from the suction cup. It's easier and safer to grip the suction cup's base instead of the metal handle.
Be very careful when opening the iPhone so that the cables under the display are not severed.
There is a rubber gasket between the silver front bezel and black display assembly. A bit of force is required in this step to separate the iPhone's display assembly.
Use a small suction cup near the Home button to gently pull up the lower portion of the iPhone's display assembly.
If the display assembly is too damaged to allow the suction cup to adhere, tape with a strong adhesive such as duct tape may be used.


## Step 3
The display assembly is still connected to the iPhone by several cables, so don't try to remove it entirely just yet.
Rotate the display assembly up until it is at an angle of approximately 45 degrees.",iPhone_3G_Display_Replacement,235
iPhone_3G_Display_Replacement_2,"## Step 3
The display assembly is still connected to the iPhone by several cables, so don't try to remove it entirely just yet.
Rotate the display assembly up until it is at an angle of approximately 45 degrees.


## Step 4
Continue to hold the display assembly with one hand, and use your other hand and a spudger to disconnect the black ribbon cable labeled ""1.""
Ribbon cable ""1"" is connected with a plug style connector. The block at the end of the cable is the plug which is simply pushed into a socket on the circuit board. No other locking mechanism is used.


## Step 5
Rotate the display assembly up until it is roughly vertical. This will allow easier access for disconnecting the remaining cables.
Use a spudger to disconnect the black ribbon cable labeled ""2.""",iPhone_3G_Display_Replacement,173
iPhone_3G_Display_Replacement_3,"## Step 5
Rotate the display assembly up until it is roughly vertical. This will allow easier access for disconnecting the remaining cables.
Use a spudger to disconnect the black ribbon cable labeled ""2.""


## Step 6
Ribbon cable ""3"" is held in place by a FPC style connector. You must unlock this connector before sliding the ribbon cable out. The locking mechanism is on the opposite side of where the cable is inserted - it swivels upwards 90 degrees. Use a plastic spudger to lift the locking mechanism.
The FPC locking latch is very delicate and is typically a different color than the body of the connector. (see the detail image of FPC connector open and closed)
Slide the ribbon cable out of the connector, and remove the display assembly from the iPhone.
It's impossible to properly reinsert a ribbon into an FPC connector unless the lock is disengaged. Make sure the locking latch is open when attaching/detaching the cable.


## Step 7
Remove the single Phillips #00 screw from the corner of the display assembly.


## Step 8
Remove the two Phillips #00 screws from the right side of the display assembly.",iPhone_3G_Display_Replacement,248
iPhone_3G_Display_Replacement_4,"## Step 7
Remove the single Phillips #00 screw from the corner of the display assembly.


## Step 8
Remove the two Phillips #00 screws from the right side of the display assembly.


## Step 9
Turn the display around, and if there is a thin strip of black tape on the edge of the display assembly, carefully peel it up.
Keeping the tape from sticking to itself can be tricky. We recommend placing the tape on a wax-coated piece of paper (any sticker backing will do).


## Step 10
Remove the three Phillips #00 screws from the left side of the display assembly.


## Step 11
Turn the display assembly over and again carefully insert a metal spudger between the two metal rails along the edge of the display assembly. Gently rotate the spudger to lift the LCD up from the glass.


## Step 12
Separate the LCD and glass by sliding the LCD panel away from the ribbon cables on the glass.
To reassemble your device, follow these instructions in reverse order.",iPhone_3G_Display_Replacement,211
iPhone_3G_Rear_Case_Replacement_0,"# iPhone 3G Rear Case Replacement
The plastic rear half of the iPhone.


###Tools Required:

 - SIM Card Eject Tool

 - Phillips #00 Screwdriver

 - Suction Handle

 - Spudger


###Parts Required:

 - iPhone 3G Front Bezel

 - iPhone 3G Rear Case


## Step 1
If your display glass is cracked, keep further breakage contained and prevent bodily harm during your repair by taping the glass.
Lay overlapping strips of clear packing tape over the iPhone's display until the whole face is covered.
This will keep glass shards contained and provide structural integrity when prying and lifting the display.
Wear safety glasses to protect your eyes from any glass shaken free during the repair.


## Remove the bottom screws
Remove the two 3.7mm Phillips #00 screws from the dock-connector end of the iPhone.",iPhone_3G_Rear_Case_Replacement,175
iPhone_3G_Rear_Case_Replacement_8,"Don't try to forcefully lever the battery out. If needed, apply a few more drops of alcohol to further weaken the adhesive. Never deform or puncture the battery with your pry tool.
You can use a hair dryer or heat gun on its lowest setting to heat the back of the case. This will help loosen the adhesive bond before using the spudger to separate the battery from the case back.
Caution: Overheating the iPhone may ignite the battery.",iPhone_3G_Rear_Case_Replacement,102
iPhone_3G_Rear_Case_Replacement_9,"## Step 1
Remove the two Phillips #00 screws securing the on/off switch to the front bezel.
When replacing, check the protrusion of the switch. There is a small plastic spacer adhered to the inside of button which may come off with cleaning. Without a spacer, the button may not protrude enough to be depressed. If lost, it can be replaced with a suitable thickness of stiff plastic (eg shirt box lid).


## Step 2
Carefully peel up the orange ribbon cable from the rear case.
The ribbon cable is easily damaged - be very gentle.


## Step 3
Remove the following 4 screws:
Three 1.8 mm Phillips #00 screws securing the headphone jack and GPS antenna to the rear case. Note the order in which you remove the screws, as the left one has a slightly larger head.
One 3.8 mm Phillips #00 screw in the plastic loop near the headphone jack.",iPhone_3G_Rear_Case_Replacement,199
iPhone_3G_Rear_Case_Replacement_10,"## Step 4
Remove the four Phillips #00 screws securing the volume and mute switch.
The volume switch assembly sits on top of the mute switch. Make sure that the small soft pad on the mute switch is not lost, otherwise the mute switch will sit very loosely after reassembly.
The mute switch assembly screws should be tightened with the switch in the off position. Check the protrusion of the switch when turned on, since it may not stick out far enough to operate if the switch assembly is incorrectly positioned. (Check the gap between the switch frame and the bezel (white gap showing between the two screws near the 6). The screw on the far right is slightly longer than the other 3 screws. When reassembling the phone, keep this in mind.


## Step 5
Lift the volume button circuitry away from the side of the iPhone, and carefully peel up the orange ribbon cable from the rear case. The cable is thin and easily damaged.


## Step 6
Carefully lift the headphone jack assembly out of the iPhone.
Switch the green mute switch down (towards the back side of the iPhone) into mute position. This will make it much easier to insert it, once the new mute button is in place.",iPhone_3G_Rear_Case_Replacement,256
iPhone_3G_Rear_Case_Replacement_11,"## Step 1
Remove the single 2.4mm Phillips #00 screw securing the black plastic spacer.
Some replacement rear panels may not have a threaded screw hole in this location.


## Step 2
Use a spudger to pry up the black plastic antenna housing from the rear panel.
Lift the black plastic GPS antenna housing out of the iPhone.


## Step 1
Remove the on/off switch button from the iPhone.
The lock button is attached to a metal handle. It can rotate 180º in one side and 135º in the other. When putting it back remember to rotate 180º so that the metal handle faces down (towards the back panel).


## Step 2
Remove the mute button from the iPhone.


## Step 3
Remove the two 1.9mm Phillips #00 screws securing the vibrator to the rear case.
Lift the vibrator up and out of the iPhone.
Keep these screws separate from the others as these have a smaller diameter than the others.


## Step 4
Remove the following 3 screws:
Two 1.5 mm Phillips #00 screws, one on either side of the dock connector.
One 2.4 mm Phillips #00 screw near the ribbon cable labeled ""4.""",iPhone_3G_Rear_Case_Replacement,253
iPhone_3G_Rear_Case_Replacement_12,"## Step 5
Lift the dock connector assembly up and out of the iPhone.
Pay close attention as to the position of the dock connector assembly. When you re-assemble the phone, make sure everything lines up. The assembly actually goes OVER the bezel screw holder. If you place it UNDER the bezel screw holder the Home Button will not work.


## Step 6
The rear case and attached front bezel remain.
To reassemble your device, follow these instructions in reverse order.",iPhone_3G_Rear_Case_Replacement,101
iPhone_3G_Dock_Connector_Replacement_0,"# iPhone 3G Dock Connector Replacement
[video|http://www.youtube.com/watch?v=IDdlbT7IBwA]

Connects the iPhone to a computer or charger via iPhone cable.


###Tools Required:

 - Phillips #00 Screwdriver

 - Suction Handle

 - Spudger


###Parts Required:

 - iPhone 3G Dock Connector


## Step 1
If your display glass is cracked, keep further breakage contained and prevent bodily harm during your repair by taping the glass.
Lay overlapping strips of clear packing tape over the iPhone's display until the whole face is covered.
This will keep glass shards contained and provide structural integrity when prying and lifting the display.
Wear safety glasses to protect your eyes from any glass shaken free during the repair.


## Step 1
Remove the two Phillips #00 screws from the dock-connector end of the iPhone.",iPhone_3G_Dock_Connector_Replacement,184
iPhone_3G_Dock_Connector_Replacement_1,"## Step 1
Remove the two Phillips #00 screws from the dock-connector end of the iPhone.


## Step 2
Remove the metal handle from the suction cup. It's easier and safer to grip the suction cup's base instead of the metal handle.
Be very careful when opening the iPhone so that the cables under the display are not severed.
There is a rubber gasket between the silver front bezel and black display assembly. A bit of force is required in this step to separate the iPhone's display assembly.
Use a small suction cup near the Home button to gently pull up the bottom portion of the iPhone's display assembly.
If the display assembly is too damaged to allow the suction cup to adhere, tape with a strong adhesive such as duct tape maybe used.


## Step 3
The display assembly is still connected to the iPhone by three cables, so don't try to remove it entirely just yet.
Rotate the display assembly up until it is at an angle of approximately 45 degrees.
Be careful.  Sometimes cable 4 can stick to the back of the display assembly and can be pulled off and/or torn as you remove the display assembly.",iPhone_3G_Dock_Connector_Replacement,243
iPhone_3G_Dock_Connector_Replacement_2,"## Step 4
Continue to hold the display assembly with one hand, and use your other hand and a spudger to disconnect the black ribbon cable labeled ""1.""
Start from the ribbon and work your way towards the outside edge of the case.


## Step 5
Rotate the display assembly up until it is roughly vertical. This will allow easier access for disconnecting the remaining cables.
Use a spudger to disconnect the black ribbon cable labeled ""2.""


## Step 6
Use a spudger to flip up the white plastic tab holding the remaining ribbon cable in place. The white tab will rotate up 90 degrees, releasing the ribbon cable.
Slide the black ribbon cable out of its connector, and remove the display assembly from the iPhone.


## Step 7
Insert your SIM eject tool or a paper clip into the hole next to the headphone jack.
Press down on the tool until the SIM card tray pops out.
Grasp the SIM card tray and slide it out of the iPhone.


## Step 8
Use a spudger to disconnect the ribbon cable labeled ""4.""


## Step 9
Use a spudger to disconnect the ribbon cable labeled ""5.""",iPhone_3G_Dock_Connector_Replacement,250
iPhone_3G_Dock_Connector_Replacement_3,"## Step 8
Use a spudger to disconnect the ribbon cable labeled ""4.""


## Step 9
Use a spudger to disconnect the ribbon cable labeled ""5.""


## Step 10
Use a spudger to disconnect the ribbon cable labeled ""6.""
If you have an '''iPhone 3GS''', refer to picture 2 and use a spudger to disconnect the ribbon cable labeled ""7.""


## Step 11
Carefully peel up the small sticker labeled ""Do not remove.""


## Step 12
Remove the following 8 screws:
Five 2.3 mm Phillips #00 screws with partial threads securing the logic board to the rear panel.
Two 2.3 mm Phillips #00 screws with full threads securing the logic board and camera.
One 2.9 mm Phillips #00 screw from beneath the ""Do not remove"" sticker.


## Step 13
Use a spudger to gently remove the camera retaining clip, (formerly secured by the removed screw) and gently pry the camera up and out of its housing in the rear panel. The camera cannot be removed entirely yet because it's connected to the bottom of the logic board.",iPhone_3G_Dock_Connector_Replacement,253
iPhone_3G_Dock_Connector_Replacement_4,"## Step 14
Use a spudger to gently pry up the end of the logic board closest to the dock connector.
There is a small golden grounding tab on the logic board adjacent to the 'Do not remove' sticker. Be ''very'' careful this does not snag on the side of the case when prying up the logic board; it breaks easily! If you have signal problems after removing the logic board, check this ground tab.
If the board won't lift up, double check to make sure all 8 screws securing the logic board have been removed.


## Step 15
Slide the logic board towards the dock connector and out of the iPhone.


## Step 16
Remove the following 3 screws:
Two 1.5 mm Phillips #00 screws, one on either side of the dock connector.
One 2.4 mm Phillips #00 screw near the ribbon cable labeled ""4.""


## Step 17
Lift the dock connector assembly up and out of the iPhone.
When inserting the new assembly, ensure the screw holes of the assembly rest ABOVE the bezel's holes.
To reassemble your device, follow these instructions in reverse order.",iPhone_3G_Dock_Connector_Replacement,243
iPhone_3G_Home_Button_Replacement_0,"# iPhone 3G Home Button Replacement
I did not take any of these images. I took these images from various iFixIt Staff guides, as well as google images. Thanks to all of you for reading, hope this helps! Feel free to leave any comments, good or bad, to help me improve the guide for others.


###Tools Required:

 - Phillips #00 Screwdriver

 - Suction Handle

 - Spudger


###Parts Required:

 - None


## Step 1
If your display glass is cracked, keep further breakage contained and prevent bodily harm during your repair by taping the glass.
Lay overlapping strips of clear packing tape over the iPhone's display until the whole face is covered.
This will keep glass shards contained and provide structural integrity when prying and lifting the display.
Wear safety glasses to protect your eyes from any glass shaken free during the repair.


## Step 1
Remove the 2 Phillips #00 screws at the bottom of the iPhone, located on both sides of the dock connector.",iPhone_3G_Home_Button_Replacement,208
iPhone_3G_Home_Button_Replacement_1,"## Step 1
Remove the 2 Phillips #00 screws at the bottom of the iPhone, located on both sides of the dock connector.


## Step 2
Attach the small suction cup to the iPhone, above the home-button.
Grip the suction cup, and start lifting the display slowly, and gently, making sure not to remove the display completely. There are still ribbon cables connecting the display assembly to the motherboard.
In some cases, the [product|IF145-361|suction cup] just won't adhere to the screen! You could use a [product|IF145-023|heavy duty suction] cup, or duct tape to pry off the screen. However, if you do not plan on replacing the screen, I do not suggest that you use duct tape.
Lift the display to a 45 degree angle.


## Step 3
Use a spudger to disconnect ribbon cable(s) 1, 2, and 3.
Just a reminder. The 3rd cable is actually connected to the board by a port, which requires an inset connector.
Lift up the black tab on the back of the inset connector port, and then the 3rd ribbon should slide right out.",iPhone_3G_Home_Button_Replacement,252
iPhone_3G_Home_Button_Replacement_2,"## Step 4
After connectors 1, 2, and 3 are detached, you can lift the display assembly off completely, and set apart the case for the iPhone, you will only need the assembly for now.
Sorry for the bad image quality.


## Step 5
It will be easy to locate the home-button assembly from here.
Make sure the cable that runs into the home button assembly is not damaged or loose. This cable is indicated in the image here with a rectangular marker.


## Step 6
If the cables are all fine, or making sure the cables are firmly placed does not work, check the dock connector for any broken pins, especially the areas I highlighted with the circular red markers. If any pins are broken, you might want to buy new cables, because repairing these pins requires a lot of experience and precision tools.
If this STILL doesn't work, check the pins on the cables connected to the home-button (marked with a red marker in second image.) Again, if any pins are broken, you might want to buy new cables, or a new home-button, because these pins are very fragile and hard to fix.",iPhone_3G_Home_Button_Replacement,235
iPhone_3G_Home_Button_Replacement_3,"## Step 7
If any cables or pins are broken , you could buy new cables, as mentioned before. However, if the home-button screws are broken or missing, or the home-button is completely broken, you might want to buy a new home button assembly. This assembly is displayed on this step's adjoining image.
To reassemble your device, follow these instructions in reverse order.",iPhone_3G_Home_Button_Replacement,84
iPhone_3G_Logic_Board_Replacement_0,"# iPhone 3G Logic Board Replacement
The logic board of your iPhone controls everything in the iPhone.


###Tools Required:

 - Phillips #00 Screwdriver

 - Suction Handle

 - Spudger


###Parts Required:

 - None


## Step 1
If your display glass is cracked, keep further breakage contained and prevent bodily harm during your repair by taping the glass.
Lay overlapping strips of clear packing tape over the iPhone's display until the whole face is covered.
This will keep glass shards contained and provide structural integrity when prying and lifting the display.
Wear safety glasses to protect your eyes from any glass shaken free during the repair.


## Step 1
Remove the two Phillips #00 screws from the dock-connector end of the iPhone.",iPhone_3G_Logic_Board_Replacement,155
iPhone_3G_Logic_Board_Replacement_1,"## Step 1
Remove the two Phillips #00 screws from the dock-connector end of the iPhone.


## Step 2
Remove the metal handle from the suction cup. It's easier and safer to grip the suction cup's base instead of the metal handle.
Be very careful when opening the iPhone so that the cables under the display are not severed.
There is a rubber gasket between the silver front bezel and black display assembly. A bit of force is required in this step to separate the iPhone's display assembly.
Use a small suction cup near the Home button to gently pull up the bottom portion of the iPhone's display assembly.
If the display assembly is too damaged to allow the suction cup to adhere, tape with a strong adhesive such as duct tape, or thick, clear packing tape may be used.


## Step 3
The display assembly is still connected to the iPhone by several cables, so don't try to remove it entirely just yet.
Rotate the display assembly up until it is at an angle of approximately 45 degrees.


## Step 4
Continue to hold the display assembly with one hand, and use your other hand and a spudger to disconnect the black ribbon cable labeled ""1.""",iPhone_3G_Logic_Board_Replacement,257
iPhone_3G_Logic_Board_Replacement_2,"## Step 4
Continue to hold the display assembly with one hand, and use your other hand and a spudger to disconnect the black ribbon cable labeled ""1.""


## Step 5
Rotate the display assembly up until it is roughly vertical. This will allow easier access for disconnecting the remaining cables.
Use a spudger to disconnect the black ribbon cable labeled ""2.""


## Step 6
Use a spudger to flip up the white plastic tab holding the remaining ribbon cable in place. The white tab will rotate up 90 degrees, releasing the ribbon cable.
Slide the black ribbon cable out of its connector, and remove the display assembly from the iPhone.


## Step 7
Insert your SIM eject tool or a paper clip into the hole next to the headphone jack.
Press down on the tool until the SIM card tray pops out.
Grasp the SIM card tray and slide it out of the iPhone.


## Step 8
Use a spudger to disconnect the ribbon cable labeled ""4.""


## Step 9
Use a spudger to disconnect the ribbon cable labeled ""5.""",iPhone_3G_Logic_Board_Replacement,234
iPhone_3G_Logic_Board_Replacement_3,"## Step 8
Use a spudger to disconnect the ribbon cable labeled ""4.""


## Step 9
Use a spudger to disconnect the ribbon cable labeled ""5.""


## Step 10
Use a spudger to disconnect the ribbon cable labeled ""6.""
If you have an iPhone 3GS, refer to picture 2 and use a spudger to disconnect the ribbon cable labeled ""7.""


## Step 11
Carefully peel up the small sticker labeled ""Do not remove.""


## Step 12
Remove the following 8 screws:
Five 2.3 mm Phillips #00 screws with partial threads securing the logic board to the rear panel.
Two 2.3 mm Phillips #00 screws with full threads securing the logic board and camera.
One 2.9 mm Phillips #00 screw from beneath the ""Do not remove"" sticker.


## Step 13
Use a spudger to gently remove the camera retaining clip, (formerly secured by the removed screw) and gently pry the camera up and out of its housing in the rear panel. The camera cannot be removed entirely yet because it's connected to the bottom of the logic board.",iPhone_3G_Logic_Board_Replacement,247
iPhone_3G_Logic_Board_Replacement_4,"## Step 14
Use a spudger to gently pry up the end of the logic board closest to the dock connector.
If the board won't lift up, double check to make sure all the screws securing the logic board have been removed.


## Step 15
Slide the logic board towards the dock connector and out of the iPhone.


## Step 16
Use a spudger to disconnect the camera from the logic board.
To reassemble your device, follow these instructions in reverse order.",iPhone_3G_Logic_Board_Replacement,105
iPhone_3G_Front_Panel_Replacement_0,"# iPhone 3G Front Panel Replacement
[video|http://www.youtube.com/watch?v=9foQGx-ULOw]


###Tools Required:

 - Heat Gun

 - Metal Spudger

 - Phillips #00 Screwdriver

 - Suction Handle

 - Spudger


###Parts Required:

 - iPhone 3G Front Panel

 - iPhone 3G Front Panel Adhesive Strips


## Step 1
If your display glass is cracked, keep further breakage contained and prevent bodily harm during your repair by taping the glass.
Lay overlapping strips of clear packing tape over the iPhone's display until the whole face is covered.
This will keep glass shards contained and provide structural integrity when prying and lifting the display.
Wear safety glasses to protect your eyes from any glass shaken free during the repair.


## Step 1
Remove the two Phillips #00 screws from the dock-connector end of the iPhone.
Make sure to keep all the screws organized as you are taking the phone apart. They are different sizes.",iPhone_3G_Front_Panel_Replacement,212
iPhone_3G_Front_Panel_Replacement_4,"## Step 7
Remove the single Phillips #00 screw from the corner of the display assembly.


## Step 8
Remove the two Phillips #00 screws from the right side of the display assembly.


## Step 9
Turn the display around, and if there is a thin strip of black tape on the edge of the display assembly, carefully peel it up.
Keeping the tape from sticking to itself can be tricky. We recommend placing the tape on a wax-coated piece of paper (any sticker backing will do).


## Step 10
Remove the three Phillips #00 screws from the left side of the display assembly.


## Step 11
Turn the display assembly over and again carefully insert a metal spudger between the two metal rails along the edge of the display assembly. Gently rotate the spudger to lift the LCD up from the glass.


## Step 12
Separate the LCD and glass by sliding the LCD panel away from the ribbon cables on the glass.


## Step 1
This is what should be left after removing the LCD.",iPhone_3G_Front_Panel_Replacement,212
iPhone_3G_Front_Panel_Replacement_5,"## Step 12
Separate the LCD and glass by sliding the LCD panel away from the ribbon cables on the glass.


## Step 1
This is what should be left after removing the LCD.


## Step 2
Be careful when using a heat gun in the forthcoming steps. Use it at a very low heat setting, and make sure not to melt the touch screen plastics or Home button. The metal frame tends to conduct heat very well so try to avoid touching these hot areas.
If the glass has shattered at the top or bottom be especially patient and gentle when removing fragments.  In extreme cases you may have to pick off any glass shards that remain glued to the plastics.
Using a heat gun or hairdryer, heat the top left area of the touch screen.
Use your fingernails to slowly lift up the left corner. The touch screen plastics are held to the touch screen with adhesive. It may take some work to free the corners.
If it seems like too much force is being applied to lift the touch screen plastics, try using the heat gun again.
Heat and repeat for the right side.


## Step 3
Once the top is free, use the heat gun to heat the sides of the touch screen.
Use a spudger to free the sides of the touch screen plastics.",iPhone_3G_Front_Panel_Replacement,259
iPhone_3G_Front_Panel_Replacement_6,"## Step 3
Once the top is free, use the heat gun to heat the sides of the touch screen.
Use a spudger to free the sides of the touch screen plastics.


## Step 4
Heat the bottom corners with the heat gun.
Again, use your fingernails to free the corners.
Remove the touch screen plastics from the touch screen.


## Step 5
In order to adhere the new panel, peel as much of the existing adhesive off of the front panel frame as you can.
This will ensure a better fit and ensure good attachment of the new adhesive.


## Step 6
Place [product|IF137-006|custom fit adhesive strips] or double stick tape on the upper area of the front panel plastics.
Use the flat end of a spudger to press the adhesive strips to the plastic frame.
This will clear out bubbles and ensure good adhesion.


## Step 7
Place the second adhesive strip or double stick tape on the home button end of the front panel frame.
Run the flat end of a spudger over the strip to stick it down and push bubbles out from under the sticker.",iPhone_3G_Front_Panel_Replacement,236
